event_sent_id	event_index	event_word	event_id
A022n_PN2f_00002-33	16	別	e71
A022n_PN2f_00002-33	19	謙虚	e72
A022n_PN2f_00002-33	21	なら	e73
A022n_PN2f_00002-33	33	消し去る	e74
A022n_PN2f_00002-34	6	守り	e75
A022n_PN2f_00002-34	10	激しく	e76
A022n_PN2f_00002-34	11	プレー	e77
A022n_PN2f_00002-35	1	強い	e78
A022n_PN2f_00002-35	5	持っ	e79
A022n_PN2f_00002-35	7	臨ま	e80
A022n_PN2f_00002-36	2	続け	e81
A022n_PN2f_00002-36	4	緩み	e82
A022n_PN2f_00002-36	9	引き締め	e83
A022n_PN2f_00002-37	1	不屈	e84
A022n_PN2f_00002-38	9	いい	e85
A022n_PN2f_00002-39	11	忘れ	e86
A022n_PN2f_00002-39	17	過ぎ	e87
A022n_PN2f_00002-40	3	得点	e88
A022n_PN2f_00002-41	15	含む	e89
A022n_PN2f_00002-41	26	続い	e90
A022n_PN2f_00002-42	24	外し	e91
A022n_PN2f_00002-42	38	立たさ	e92
A022n_PN2f_00002-43	12	強い	e93
A022n_PN2f_00002-45	4	激しい	e94
A022n_PN2f_00002-45	13	下がっ	e95
A022n_PN2f_00002-45	17	囲い込む	e96
A022n_PN2f_00002-45	18	豊富	e97
A022n_PN2f_00002-45	23	倒さ	e98
A022n_PN2f_00002-45	30	なかっ	e99
A022n_PN2f_00002-45	36	よみがえっ	e100
A022n_PN2f_00002-45	39	不屈	e101
A022n_PN2f_00002-45	46	あふれ	e102
A022n_PN2f_00002-46	10	求め	e103
A022n_PN2f_00002-46	20	促す	e104
A022n_PN2f_00002-47	5	機能	e105
A022n_PN2f_00002-48	13	甘んじる	e106
A022n_PN2f_00002-48	16	許し	e107
A022n_PN2f_00002-49	19	微妙	e108
A022n_PN2f_00002-50	14	でき	e109
A022n_PN2f_00002-51	21	挙げ	e110
A022n_PN2f_00002-51	33	あっ	e111
A022n_PN2f_00002-52	18	多く	e112
A022n_PN2f_00002-52	20	望め	e113
A022n_PN2f_00002-53	6	すごく	e114
A022n_PN2f_00002-53	7	いい	e115
A022n_PN2f_00002-54	9	なる	e116
A022n_PN2f_00002-56	3	ダッシュ	e117
A022n_PN2f_00002-58	18	プレー	e118
A022n_PN2f_00002-58	25	招集	e119
A022n_PN2f_00002-59	7	穏やか	e120
A022n_PN2f_00002-59	19	本気	e121
A022n_PN2f_00002-59	21	臨ん	e122
A022n_PN2f_00002-59	26	話し	e123
A022n_PN2f_00002-60	2	同席	e124
A022n_PN2f_00002-61	4	あり	e125
A022n_PN2f_00002-61	11	たけ	e126
A022n_PN2f_00002-62	5	似	e127
A022n_PN2f_00002-63	4	張っ	e128
A022n_PN2f_00002-63	6	説明	e129
A022n_PN2f_00002-65	4	合わせる	e130
A022n_PN2f_00002-65	10	変更	e131
A022n_PN2f_00002-65	16	リラックス	e132
A022n_PN2f_00002-65	21	続い	e133
A022n_PN2f_00002-66	10	出場	e134
A022n_PN2f_00002-67	9	連れ	e135
A022n_PN2f_00002-67	11	き	e136
A022n_PN2f_00002-67	17	試す	e137
A022n_PN2f_00002-67	20	なる	e138
A022n_PN2f_00002-67	28	話し	e139
A022n_PN2f_00002-68	9	語る	e140
