event_sent_id	event_index	event_word	event_id
A007n_PN3g_00001-70	15	守る	e113
A007n_PN3g_00001-70	18	ある	e114
A007n_PN3g_00001-70	23	観念	e115
A007n_PN3g_00001-71	1	個別	e116
A007n_PN3g_00001-71	17	バランス	e117
A007n_PN3g_00001-71	24	考え	e118
A007n_PN3g_00001-72	5	言う	e119
A007n_PN3g_00001-72	9	聞き	e120
A007n_PN3g_00001-72	16	率直	e121
A007n_PN3g_00001-72	18	伝え	e122
A007n_PN3g_00001-72	25	協力	e123
A007n_PN3g_00001-72	28	高める	e124
A007n_PN3g_00001-72	31	期待	e125
A007n_PN3g_00001-74	6	期待	e126
A007n_PN3g_00001-76	35	及ぶ	e127
A007n_PN3g_00001-76	38	是認	e128
A007n_PN3g_00001-76	42	でき	e129
A007n_PN3g_00001-77	8	反し	e130
A007n_PN3g_00001-77	12	判断	e131
A007n_PN3g_00001-81	7	経	e132
A007n_PN3g_00001-84	13	期待	e133
A007n_PN3g_00001-84	17	なす	e134
A007n_PN3g_00001-84	24	考え	e135
A007n_PN3g_00001-84	32	銘じ	e136
A007n_PN3g_00001-84	34	誠実	e137
A007n_PN3g_00001-84	38	当たる	e138
A007n_PN3g_00001-85	9	ない	e139
A007n_PN3g_00001-85	14	実質	e140
A007n_PN3g_00001-85	19	得	e141
A007n_PN3g_00001-85	33	格段	e142
A007n_PN3g_00001-86	12	抱く	e143
A007n_PN3g_00001-86	22	配慮	e144
A007n_PN3g_00001-86	27	必要	e145
A007n_PN3g_00001-89	17	し	e146
A007n_PN3g_00001-89	48	判断	e147
A007n_PN3g_00001-93	7	経	e148
A007n_PN3g_00001-96	5	求める	e149
A007n_PN3g_00001-96	17	し	e150
A007n_PN3g_00001-96	19	公正	e151
A007n_PN3g_00001-96	24	する	e152
A007n_PN3g_00001-96	32	習い	e153
A007n_PN3g_00001-96	40	信じ	e154
A007n_PN3g_00001-96	42	謙虚	e155
A007n_PN3g_00001-96	44	考える	e156
A007n_PN3g_00001-97	11	かける	e157
A007n_PN3g_00001-98	5	十分	e158
A007n_PN3g_00001-98	7	理解	e159
A007n_PN3g_00001-99	12	得	e160
A007n_PN3g_00001-100	9	やむ	e161
A007n_PN3g_00001-100	11	得	e162
A007n_PN3g_00001-103	18	し	e163
A007n_PN3g_00001-103	30	明確	e164
A007n_PN3g_00001-103	35	望ま	e165
A007n_PN3g_00001-108	7	経	e166
A007n_PN3g_00001-111	10	裁く	e167
A007n_PN3g_00001-111	23	正しい	e168
A007n_PN3g_00001-111	25	考える	e169
A007n_PN3g_00001-111	30	目指し	e170
A007n_PN3g_00001-111	32	努力	e171
A007n_PN3g_00001-111	37	ない	e172
A007n_PN3g_00001-112	3	重大	e173
A007n_PN3g_00001-112	7	負う	e174
A007n_PN3g_00001-112	16	確保	e175
A007n_PN3g_00001-112	25	占う	e176
A007n_PN3g_00001-113	1	長い	e177
A007n_PN3g_00001-113	6	育て上げる	e178
A007n_PN3g_00001-114	7	交錯	e179
A007n_PN3g_00001-114	9	微妙	e180
A007n_PN3g_00001-115	1	具体	e181
A007n_PN3g_00001-115	9	十分	e182
A007n_PN3g_00001-115	11	詰める	e183
A007n_PN3g_00001-115	14	肝心	e184
A007n_PN3g_00001-118	14	当たっ	e185
A007n_PN3g_00001-119	9	認め	e186
A007n_PN3g_00001-119	37	なっ	e187
A007n_PN3g_00001-119	45	棄却	e188
A007n_PN3g_00001-123	10	経	e189
A007n_PN3g_00001-126	8	理解	e190
A007n_PN3g_00001-126	16	なる	e191
A007n_PN3g_00001-126	18	努める	e192
A007n_PN3g_00001-127	10	行い	e193
A007n_PN3g_00001-127	14	整える	e194
A007n_PN3g_00001-127	17	重要	e195
A007n_PN3g_00001-128	12	なっ	e196
A007n_PN3g_00001-128	24	不可欠	e197
A007n_PN3g_00001-129	19	根付か	e198
A007n_PN3g_00001-129	26	深め	e199
A007n_PN3g_00001-129	30	期待	e200
A007n_PN3g_00001-132	10	否定	e201
A007n_PN3g_00001-132	40	棄却	e202
A007n_PN3g_00001-135	7	加入	e203
A007n_PN3g_00001-135	39	増え	e204
A007n_PN3g_00001-135	51	なっ	e205
A007n_PN3g_00001-135	65	分かっ	e206
A007n_PN3g_00001-136	10	上昇	e207
A007n_PN3g_00001-137	9	み	e208
A007n_PN3g_00001-137	14	困難	e209
A007n_PN3g_00001-137	16	なれ	e210
A007n_PN3g_00001-137	23	つながる	e211
A007n_PN3g_00001-137	26	ある	e212
A007n_PN3g_00001-138	20	移る	e213
A007n_PN3g_00001-138	23	増え	e214
A007n_PN3g_00001-138	30	基づい	e215
A007n_PN3g_00001-138	32	決め	e216
A007n_PN3g_00001-138	38	支払え	e217
A007n_PN3g_00001-138	42	出	e218
A007n_PN3g_00001-139	3	ない	e219
A007n_PN3g_00001-139	9	低い	e220
A007n_PN3g_00001-139	15	増え	e221
A007n_PN3g_00001-139	19	み	e222
A007n_PN3g_00001-140	23	高く	e223
A007n_PN3g_00001-140	34	超え	e224
A007n_PN3g_00001-141	23	とどまっ	e225
A007n_PN3g_00001-142	2	特別	e226
A007n_PN3g_00001-142	6	なく	e227
A007n_PN3g_00001-142	9	滞納	e228
A007n_PN3g_00001-142	13	運営	e229
A007n_PN3g_00001-142	22	返還	e230
A007n_PN3g_00001-142	32	全額	e231
A007n_PN3g_00001-142	37	ある	e232
A007n_PN3g_00001-142	47	交付	e233
A007n_PN3g_00001-142	63	増え	e234
A007n_PN3g_00001-142	73	記録	e235
