event_sent_id	event_index	event_word	event_id
A053n_PN2g_00004-18	18	参加	e76
A053n_PN2g_00004-18	25	役立つ	e77
A053n_PN2g_00004-18	31	気付く	e78
A053n_PN2g_00004-19	11	きめ細かく	e79
A053n_PN2g_00004-19	12	評価	e80
A053n_PN2g_00004-19	16	考える	e81
A053n_PN2g_00004-20	9	おおらか	e82
A053n_PN2g_00004-20	11	評価	e83
A053n_PN2g_00004-20	15	持ち	e84
A053n_PN2g_00004-22	5	語ろう	e85
A053n_PN2g_00004-23	8	見る	e86
A053n_PN2g_00004-23	11	大すき	e87
A053n_PN2g_00004-24	4	いろいろ	e88
A053n_PN2g_00004-24	8	あっ	e89
A053n_PN2g_00004-24	16	ひかっ	e90
A053n_PN2g_00004-24	18	きれい	e91
A053n_PN2g_00004-25	8	大きく	e92
A053n_PN2g_00004-26	9	行け	e93
A053n_PN2g_00004-26	17	つい	e94
A053n_PN2g_00004-26	21	食べ	e95
A053n_PN2g_00004-27	17	記念	e96
A053n_PN2g_00004-27	20	募集	e97
A053n_PN2g_00004-27	39	受賞	e98
A053n_PN2g_00004-28	16	し	e99
A053n_PN2g_00004-28	48	あっ	e100
A053n_PN2g_00004-29	2	入賞	e101
A053n_PN2g_00004-29	9	見	e102
A053n_PN2g_00004-29	16	乗っ	e103
A053n_PN2g_00004-29	21	し	e104
A053n_PN2g_00004-29	27	対話	e105
A053n_PN2g_00004-29	34	語ら	e106
A053n_PN2g_00004-29	37	楽しい	e107
A053n_PN2g_00004-29	40	なっ	e108
A053n_PN2g_00004-30	7	無数	e109
A053n_PN2g_00004-30	9	散らばる	e110
A053n_PN2g_00004-30	12	眺め	e111
A053n_PN2g_00004-30	22	はせる	e112
A053n_PN2g_00004-31	7	集まる	e113
A053n_PN2g_00004-31	13	鮮明	e114
A053n_PN2g_00004-31	15	見える	e115
A053n_PN2g_00004-32	7	実施	e116
A053n_PN2g_00004-32	36	行わ	e117
A053n_PN2g_00004-34	12	適し	e118
A053n_PN2g_00004-34	16	多く	e119
A053n_PN2g_00004-34	24	予定	e120
A053n_PN2g_00004-35	16	かけ	e121
A053n_PN2g_00004-35	31	流れる	e122
A053n_PN2g_00004-35	37	観測	e123
A053n_PN2g_00004-35	42	高い	e124
A053n_PN2g_00004-35	44	いう	e125
A053n_PN2g_00004-36	22	見え	e126
A053n_PN2g_00004-37	6	汚れ	e127
A053n_PN2g_00004-37	12	見え	e128
A053n_PN2g_00004-37	14	なる	e129
A053n_PN2g_00004-38	4	呼びかけ	e130
A053n_PN2g_00004-38	15	見える	e131
A053n_PN2g_00004-38	26	なる	e132
A053n_PN2g_00004-38	29	話し	e133
A053n_PN2g_00004-39	11	出かけ	e134
A053n_PN2g_00004-39	28	輝く	e135
A053n_PN2g_00004-39	34	確認	e136
A053n_PN2g_00004-40	5	住む	e137
A053n_PN2g_00004-40	19	ある	e138
A053n_PN2g_00004-40	21	いわ	e139
A053n_PN2g_00004-40	27	見る	e140
